"","node","time","lam1","lam2","mu1","mu2","index"
"1",1387,0,0.159118,-0.00325179666666667,0.00554383866666667,0,1
"2",1392,13.9402333333333,0.229344333333333,0.00329283,0.0272542433333333,0,2
"3",2638,18.9754,0.322356333333333,0.01498524,0.100512266666667,0,3
"4",2265,19.3759333333333,0.221888,0.0410451666666667,0.0522676,0,4
"5",2062,22.9158666666667,0.551396,-0.0120863466666667,0.0634811333333333,0,5
"6",1818,25.4777666666667,0.702924,-0.00775456666666667,0.107713,0,6
"7",2574,25.5187,0.530128,-0.0194901666666667,0.0899256666666667,0,7
"8",2272,30.1273666666667,0.550827666666667,0.0258710333333333,0.0252872,0,8
"9",1407,30.8592333333333,0.747639333333333,-0.0067642,0.0953056,0,9
"10",1911,32.7303,0.885442666666667,0.00859277333333333,0.333996666666667,0,10
"11",2447,32.9134,1.20119666666667,-0.0221220333333333,0.0962389666666667,0,11
"12",1655,32.9144,1.10198,0.0146156433333333,0.177291,0,12
