"","shifts","prob"
"1",7,0.00647
"2",8,0.0174
"3",9,0.0298
"4",10,0.0514
"5",11,0.0655
"6",12,0.081
"7",13,0.0949
"8",14,0.0888
"9",15,0.09
"10",16,0.092
"11",17,0.0826
"12",18,0.0713
"13",19,0.0598
"14",20,0.0474
"15",21,0.0353
"16",22,0.0263
"17",23,0.0182
"18",24,0.0158
"19",25,0.00753
"20",26,0.00635
"21",27,0.00423
"22",28,0.00282
"23",29,0.00318
"24",30,0.00129
"25",31,0.000118
"26",32,0.000471
